LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
LB-99325,"BOYLSTON ENTERTAINMENT, INC.",THE ESTATE,Approval of a Dress Code for Licensed Premises. LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,BASEMENT LEVELthe whole incl. lobby  storage & upper seating level Cap:275. lst Floor the whole lst fr-incl. storage kitchen Cap:400. 2nd Floor the whole of 2nd fr Cap:300 also to include room on 2nd flr of 3 Boylston Pl with no increase in capacity & an outdoor café on Boylston Pl with 35 persons.,11/26/2013 14:32,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,672,"BOYLSTON ENTERTAINMENT, INC.",NULL,1,, Boylston Pl,Boston,MA,2116,"(42.352142, -71.06615)"
LB-99191,"HENRY'S DELICATESSEN, LLC",THE GALLOWS,1.) CLOSING HOUR 1:00 A.M.  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,KITCHEN AND ONE DINING ROOM ON THE FIRST FLOOR  BASEMENT FOR PREPARATION AND STORAGE.  ENTRANCE AT 1395-1397 WASHINGTON STREET  WITH A REAR EXIT TO PASSAGEWAY LEADING TO UNION PARK STREET.,11/27/2013 12:25,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,90,"HENRY'S DELICATESSEN, LLC",NULL,1395,1397,  Washington ST,Roxbury,MA,2118,"(42.34136, -71.07015)"
LB-99540,"THE ISABELLA STEWART GARDNER MUSEUM, INCORPORATED",THE GARDNER MUSEUM,CAPACITY BREAKDOWN: CAFE 101: 62 PERSONS LIVING ROOM 102: 20 PERSONS STUDIO/CLASSROOM: 36 PERSONS MUSEUM EXPANSION 2ND FLOOR: 154 PERSONS(CALDERWOOD HALL) MUSEUM EXPANSION 2ND FLOOR: 91 PERSONS (SPECIAL EXHIBITION ROOM 202A) MUSEUM EXPANSION 3RD FLOOR: 60 PERSONS (CALDERWOOD HALL 1ST BALCONY) MUSEUM EXPANSION 4TH FLOOR: 60 PERSONS (CALDERWOOD HALL 2ND BALCONY) MUSEUM EXPANSION 5TH FLOOR: 60 PERSONS (CALDERWOOD HALL 3RD BALCONY). TOTAL CAPACITY:1 293 HISTORICAL BUILDING: 750 NEW WING: 543,ENTIRE FIRST FLOOR AND MONKS GARDEN FOR FUNCTIONS (EXISTING CAFE AND OUTSIDE TERRACE TO REMAIN); IN ONE (1) ROOM ON 2ND FLOOR FOR FUNCTIONS; IN TWO (2) ROOMS ON 4TH FLOOR FOR FUNCTIONS; BASEMENT FOR STORAGE. (ALL PER PLANS ON FILE WITH BOARD) AND TO ADD A NEW WING OF THE MUSEUM (A/K/A 25 EVANS WAY),11/21/2013 14:20,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,1293,"THE ISABELLA STEWART GARDNER MUSEUM, INCORPORATED",NULL,280,,  Fenway  ,Boston,MA,2115,"(42.338764, -71.098844)"
LB-99555,"SYMPHONY EXCHANGE, INC.",THE GINGER EXCHANGE,1.NO BAR.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.,11/29/2013 14:46,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,12:00 AM,12:30 AM,90,"SYMPHONY EXCHANGE, INC.",NULL,250,,  Huntington AV,Boston,MA,2115,"(42.342201, -71.08503)"
LB-99763,"1625 EXCHANGE, INC.",THE GINGER EXCHANGE,1.) MALT  WINE AND LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR  PATIO CONDITIONS:  1.) 10PM CLOSING HOUR  2.) PATIO MUST BE STAFFED AT ALL TIMES.  3.) ALCOHOL SERVICE WITH FOOD ONLY.,IN ONE ROOM  KITCHEN AND STORAGE ON FIRST FLOOR  ENTRANCE ON TREMONT STREET  WITH EMERGENCY EXIT IN THE REAR AND TO INCLUDE A SEASONAL OUTDOOR PATIO OFF REAR OF PREMISES FOR 24 PATRONS FROM MAY THROUGH OCTOBER BETWEEN THE HOURS OF 9:00 A.M. - 10:00 P.M.,11/29/2013 14:51,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,42,"1625 EXCHANGE, INC.",NULL,1625,,  Tremont ST,Roxbury,MA,2120,"(42.33392, -71.10354)"
LB-98913,Boston Pubs LLC,THE GINGER MAN,NONE,IN ONE ROOM AND MEZZANINE ON FIRST FLOOR WITH KITCHEN IN REAR; STORAGE AND FUNCTION ROOM IN THE BASEMENT.  CAPACITY BREAKDOWN: UPPER LEVEL - 277; LOWER LEVEL - 100.,11/29/2013 14:08,12/31/2016 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,377,"BOSTON PUBS, LLC",NULL,148,,  State ST,Boston,MA,2109,"(42.359387, -71.054174)"
LB-98973,"DAVID N. MURRAY, INDIVIDUAL",THE GRAND CANAL,NONE,In one room on the first floor; basement for stock  kitchen  restrooms office  function rooms and outside patio for 60 patrons seated or 180 patrons standing.,11/29/2013 13:02,12/31/2014 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,295,"DAVID N. MURRAY, INDIVIDUAL",NULL,69,,  Canal ST,Boston,MA,2114,"(42.36407, -71.05936)"
LB-98937,"THE NEXT PLACE, LLC",THE GREATEST BAR,,In one room on the first floor; one room & kitchen on the second floor; one third floor; basement for storage  food and prep area.  Capacity breakdown: 1st fl - 150; mezzanine - 40; 2nd fl - 100; 3rd fl - 150.,11/29/2013 15:06,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,440,"THE NEXT PLACE, LLC",NULL,262,266,  Friend ST,Boston,MA,2114,"(42.36457, -71.06144)"
LB-99275,"GREEN BRIAR TAVERN, INC.",THE GREEN BRIAR,1.) SUNDAY OPENING AT 11:00 A.M. FOR THE SERVICE OF ALCOHOL.,Three rear entrances from yard for stock; in four rooms and kitchen on the first floor; cellar for stock; one room to be used for function with total seating capacity of 360 persons  and secondly to include an outdoor seasonal patio.,12/1/2013 0:05,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,360,"GREEN BRIAR TAVERN, INC.",NULL,280,306,  Washington ST,Brighton,MA,2135,"(42.348095, -71.150232)"
LB-99359,"GALWAY, INC.",THE HARP,1.Open 10:00 A.M on Sundays for the service of food only. 2. 310 persons on daytime and 693 persons on night time.,200 PORTLAND STREET - WITH ENTRANCE AND EXITS ON CAUSEWAY STREET AND PORTLAND STREET WITH FOUR ROOMS AND TWO BAR AREAS ON THE GROUND LEVEL AND FOUR ROOMS AND A KITCHEN WITH THREE STORE ROOMS IN THE LOWER LEVEL.,11/26/2013 18:20,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,693,"GALWAY, INC.",NULL,85,,  Causeway ST,Boston,MA,2114,"(42.364591, -71.062338)"
LB-98969,"SPORTER'S CAFE, INC.",THE HILL,PATIO CONDITIONS:  1.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD  2.) MUST BE STAFFED AT ALL TIMES.,IN ONE ROOM AND KITCHEN  FIRST FLOOR BASEMENT FOR STOCK AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FOR 20 PATRONS BETWEEN THE HOURS OF NOON AND 11:00 P.M. DPW LAND,11/26/2013 10:56,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,150,"SPORTER'S CAFE, INC.",NULL,228,,  Cambridge ST,Boston,MA,2114,"(42.360985, -71.06661)"
LB-99199,"MRJ, INC.",THE HUB PUB,,Rear emergency exit; in one room  balcony and kitchen first floor; cellar for stock.  CAPACITY BREAKDOWN: MEZZANINE - 80; 1ST FL - 70.,11/19/2013 10:06,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,150,"MRJ, INC.",NULL,18,,  Province ST,Boston,MA,2108,"(42.357254, -71.05958)"
LB-99222,"HE PUB, INC.",THE JEANIE JOHNSTON,1.)  2:00 A.M. CLOSING HOUR FRIDAYS  SATURDAYS AND NIGHTS BEFORE HOLIDAYS ONLY.,Rear entrance to utility room - from alley leading from hall for stock; One room and utility room first floor; cellar for stock.,11/26/2013 14:36,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,88,"HE PUB, INC.",NULL,144,,  South ST,Jamaica Plain,MA,2130,"(42.305066, -71.114449)"
LB-99408,"CLASSIC RESTAURANT CONCEPTS II, LLC",THE KINSALE IRISH PUB&RESTAURANT,1) MAY START SERVICEOF ALCOHOLIC BEVERAGES ON SUNDAYS AT10:00 A.M. WITH BRUNCH.,In two rooms on the first floor; kitchen and storage in the rear  with seasonal outdoor dining in front of premises and satellite service bar on outdoor patio. Removing a booth to add a bar to the dining room with 9 stools.,11/27/2013 11:56,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,10 AM opening to serve alcohol on Sunday,2:00 AM,2:30 AM,240,"CLASSIC RESTAURANT CONCEPTS II, LLC",(617)742-7301,2,,  Center PZ,Boston,MA,2108,"(42.359826, -71.060233)"
LB-99410,"NOLAN ASSOCIATES, LLC",THE LANDING,,In whole of said building with outdoor patio and bar area on adjacent wharf area.,11/21/2013 14:47,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,11:00 PM,11:30 PM,347,"NOLAN ASSOCIATES, LLC",NULL,6,, Long Wh,Boston,MA,2110,"(42.36014, -71.050295)"
LB-101631,PACIFIC BOSTON SERVICE CORPORATION,THE LANGHAM HOTEL BOSTON,11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH. BOTTLE SERVICE APPROVED BY BLB.,In whole of said building and that portion of One Post Office Square as shown on plans filed with the Board and an outside patio on Pearl Street with seating capacity of 42 persons.  SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.  Bottle service approved (2009) for Bond Restaurant.,11/26/2013 15:50,12/31/2015 0:00,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,PACIFIC BOSTON SERVICE CORPORATION,NULL,250,,  Franklin ST,Boston,MA,2110,"(42.35663, -71.054279)"
LB-98891,"ATLANTIC 101, INC.",THE LIVING ROOM,(1) Filtering System. (2) Trash stored inside. (3) Deliveries on Richmond St. between 7 AM and 6 PM. (4)Closing hour on Thursdays  Fridays  Saturdays and Private Events is 2:00 A.M.,Mercantile Wharf Building - Bays 7 8 9; In two rooms  and an enlarged kitchen on the first floor; cellar for stock; plus outdoor patio; with a decrease in capacity to 240.,11/25/2013 13:22,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,240,"ATLANTIC 101, INC.",NULL,101,,  Atlantic AV,Boston,MA,2110,"(42.361781, -71.052341)"
LB-99338,"MABROTHERS, LLC",THE MARLIAVE,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.  2.) 11:00 P.M. CLOSING HOUR  3.) TO BE STAFFED AT ALL TIMES. A.) FOOD SERVICE TO BEGIN AT 8:00 A.M. FOR AN EARLY MORNING MENU BOTH INSIDE THE RESTAURANT AND ON THE PATIO. B.)PERMISSION TO SERVE ALCOHOL AT 10:00 A.M. ON SUNDAYS.,WITH ENTRANCE EMERGENCY EXITS  IN ONE ROOM  WAITING AREA KITCHEN ON FIRST FLOOR  SUB-BASEMENT FOR STOCK; CLAM BAR AND DEL. DOOR FOR STOCK AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 30 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 8:00 A.M. - 11:00 P.M.  Inside capacity brea,11/27/2013 12:19,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,182,"MABROTHERS, LLC",NULL,10,11,  Bosworth ST,Boston,MA,2108,"(42.356873, -71.06026)"
LB-99205,YOEVE CORP.,THE MASTER MCGRATH,,Rear entrance for stock; in two rooms and kitchen on first floor; cellar for stock.,11/27/2013 14:20,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,65,YOEVE CORP.,NULL,1152,1154,  River ST,Hyde Park,MA,2136,"(42.25647, -71.12031)"
LB-99055,"MEDIEVAL MANOR, INC.",THE MEDIEVAL MANOR,,Two rooms - first floor - kitchen and stockroom.,11/27/2013 11:07,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,295,"MEDIEVAL MANOR, INC.",NULL,246,260,E Berkeley ST,Roxbury,MA,2118,"(42.343385, -71.063304)"
LB-99442,"RAGLIN ROAD, INC.",THE MERCHANT,Upper level 212  Lower level 41,IN THE FIRST FLOOR  EXIT IN REAR  BAR AND SEATING AREA.  DOWN LOWER LEVEL  EXIT IN REAR  BATHROOMS  PRIVATE DINING ROOM AND KITCHEN.  WITH A 2:00 AM CLOSING HOUR.,11/21/2013 13:21,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,253,"RAGLIN ROAD, INC.",NULL,60,,  Franklin ST,Boston,MA,2110,"(42.35577, -71.05838)"
LB-99281,"BROUGHTON ENTERPRISES, INC.",THE MIDWAY CAFÉ,,3496 3498 WASHINGTON STREET; EMERGENCY EXIT FROM REAR OF DINING ROOM; BULKHEAD ENTRANCE TO CELLAR FOR STOCK - ONE LARGE ROOM AND KITCHEN FIRST FLOOR; CELLAR FOR STOCK.  Capacity breakdown: 35 seated  64 standing.,11/25/2013 11:38,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,99,"BROUGHTON ENTERPRISES, INC.",NULL,3492,3498,  Washington ST,Jamaica Plain,MA,2130,"(42.30628, -71.10743)"
LB-99069,"THE OCEANAIRE RESTAURANT COMPANY, INC.",THE OCEANAIRE SEAFOOD ROOM,,ONE FLOOR AT STREET LEVEL AND ONE FLOOR AT BASEMENT LEVEL.  THE STREET LEVEL WILL CONSIST OF ONE OPEN DINING ROOM WITH A FIXED BAR  KITCHEN AND STORAGE IN BASEMENT LEVEL.  Capacity breakdown: 285 seated  25 standing.,11/21/2013 15:24,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,310,"THE OCEANAIRE RESTAURANT COMPANY, INC.",NULL,40,, Court St,Boston,MA,2108,"(42.35903, -71.05927)"
LB-99412,"GMRI, INC.",THE OLIVE GARDEN ITALIAN RESTAURANT,CLOSING HOUR: 11:00 PM: FRIDAY AND SATURDAY 10:00PM: SUNDAY THROUGH THURSDAY,IN 4 DINING ROOMS  ONE LOUNGE AREA  KITCHEN AND STORAGE IN THE REAR. 230 SEATED  30 STANDING.,11/29/2013 13:08,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,11:00 PM,11:30 PM,260,"GMRI, INC.",NULL,,, Allstate Rd,Dorchester,MA,2125,"(42.326055, -71.063096)"
LB-101596,"BOSTON CULINARY GROUP, INC.",THE ORPHEUM THEATRE,1.) CONSUMPTION OF ALCOHOL ALLOWED IN SEATING AREA DURING LIVE PERFORMANCES ONLY. 2.) NO MORE THAN 2 DRINKS SERVED TO AN INDIVIDUAL AT ONE TIME. 3.) LICENSEE MUST INSPECT IDENTIFICATION TO ENSURE PATRONS CONSUMING ALCOHOL ARE 21 YEARS OF AGE.,IN WHOLE OF ORPHEUM THEATRE  INCLUDING BAR SERVICE AREA ON GROUND FLOOR: ORCHESTRA  BALCONY AND MEZZANINE LEVEL W/ BAR SERVICE; STORAGE AREA IN BASEMENT  MAIN ENTRANCE ON HAMILTON PLACE & EMERGENCY EXITS IN REAR TO WESLYN PLACE,10/1/2013 23:29,12/31/2015 0:00,Active,GOPMW,GOP Malt Wine,NULL,11:30 PM,MIDNIGHT,2763,"BOSTON CULINARY GROUP, INC.",NULL,1,, Hamilton Pl,Boston,MA,2108,"(42.356225, -71.060994)"
LB-99585,THE PAINT BAR LLC,THE PAINT BAR,NONE,IN ONE ROOM ON GROUND FLOOR WITH ENTRANCE ON NEWBURY STREET AND EMERGENCY EXIT TO ALLEY IN REAR; OUTDOOR SEATING FOR 12 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M.  (CAPACITY BREAKDOWN: 49 PERSONS TOTAL: 37 INSIDE & 12 OUTSIDE SEATING),11/26/2013 16:51,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,MIDNIGHT,12:30 AM,37,THE PAINT BAR LLC,NULL,248,,  Newbury ST,Boston,MA,2116,"(42.34936, -71.08253)"
LB-99576,"667 EAST BROADWAY, INC.",THE PARAMOUNT,NONE,IN ONE ROOM ON GROUND FLOOR WITH OPEN KITCHEN ON LEFT; MAIN ENTRANCE ON EAST BROADWAY AND EMERGENCY EXIT AT REAR; BASEMENT FOR PREPARATION  STORAGE AND OFFICES.,11/26/2013 13:53,12/31/2016 0:00,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,48,"667 EAST BROADWAY, INC.",NULL,667,,E Broadway ,South Boston,MA,2127,"(42.33542, -71.03786)"
LB-99790,"CHUCK'S CAFÉ, INC.",THE PARAMOUNT,1.) MALT  WINE AND LIQUEURS SERVED WITH FOOD ONLY.  2.) SERVICE BAR ONLY,CAFETERIA - STYLE RESTAURANT  LOCATED ON FIRST FLOOR  KITCHEN AT REAR  SAME LEVEL.  THUS  2 ROOMS ON FIRST FLOOR. SOME STORAGE IN BASEMENT.,11/22/2013 14:59,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,48,"CHUCK'S CAFÉ, INC.",NULL,44,,  Charles ST,Boston,MA,2114,"(42.35724, -71.070269)"
LB-101641,OMNI BOSTON CORPORATION,THE PARKER HOUSE,Keys necessary to open minibars in rooms.,@ 60 72 74 Tremont Street; 42 52 60 School Street; 5 Bosworth Street; in whole of said building with minibars in 481 of the guestrooms. SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.,11/25/2013 11:00,12/31/2015 0:00,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,OMNI BOSTON CORPORATION,(617)227-8600,60,,  School ST,Boston,MA,2108,"(42.357778, -71.060109)"
LB-99785,DERMOT'S LLC,THE PENGUIN,1.) ALCOHOL SERVICE IN CONJUNCTION WITH FOOD ONLY.,IN ONE ROOM ON GROUND FLOOR WITH KITCHEN  BASEMENT FOR STOCK AND OFFICE; EMERGENCY EXIT TO ALLEY IN REAR.,11/20/2013 14:36,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,72,DERMOT'S LLC,NULL,735,,  Huntington AV,Boston,MA,2115,"(42.334096, -71.10548)"
LB-99057,JABC CORP.,THE PLAYWRIGHT BAR,Open for food only between the hours of 5:00 A.M. and 11:00 A.M. 1. Licensee must always have full breakfast menu available as shown to the Board. 2. Door between bar portion of the premises must remain closed at all times the licensee is serving breakfast.,658 660 E.Broadway; rear entrance of 658 E.Broadway for stock; bulkhead entrance cellar at 660 E. Broadway 2 rooms and kitchen first floor; cellar for stock.,11/29/2013 14:28,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,180,JABC CORP.,NULL,658,660,E Broadway  ,South Boston,MA,2127,"(42.335794, -71.038098)"
LB-98813,POLISH AMERICAN POLITICAL CLUB OF HYDE PARK,THE POLISH CLUB,,First floor including a bar and 2 rear rooms for storage  also basement storage.,11/12/2013 13:06,12/31/2015 0:00,Active,CLBAL,Clb. All Alc.,NULL,1:00 AM,1:30 AM,49,POLISH AMERICAN POLITICAL CLUB OF HYDE PARK,NULL,1391,,  River ST,Hyde Park,MA,2136,"(42.25421, -71.1291)"
LB-99398,"SEAPOINT, INC.",THE SEAPOINT,1. Function room to close at midnight.  Alcohol service at 10:00 A.M. on Sundays in conjunction with brunch.,In one room on the first floor  kitchen in the rear  One dining room on the second floor  cellar for stock.,11/29/2013 14:13,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,400,"SEAPOINT, INC.",NULL,367,,E Eighth ST,South Boston,MA,2127,"(42.33113, -71.04634)"
LB-99517,"SEVENS ALE HOUSE, INC.",THE SEVENS,,Front entrance on Charles Street; Exit in rear to Cedar Lane Way; In one room and kitchen on first floor; Cellar for stock Only.,11/26/2013 13:51,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,86,"SEVENS ALE HOUSE, INC.",NULL,77,,  Charles ST,Boston,MA,2114,"(42.35833, -71.07039)"
LB-99114,"TWO POUNDS, INC.",THE TAIN,,IN ONE ROOM AND KITCHEN ON FIRST FLOOR  CELLAR FOR STOCK.,11/29/2013 15:54,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,90,"TWO POUNDS, INC.",NULL,31,35,  India ST,Boston,MA,2110,"(42.35823, -71.05315)"
LB-99667,"UC SOUTH END, LLC",THE UPPER CRUST,A.) ALCOHOL WITH FOOD ONLY B.) NO BAR PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) TO BE STAFFED AT ALL TIMES (MIX OF PUBLIC AND PRIVATE LAND).,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 20 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:30 A.M. - 11:00 P.M.,11/21/2013 15:41,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:30 PM,MIDNIGHT,41,"UC SOUTH END, LLC",NULL,683,,  Tremont ST,Roxbury,MA,2118,"(42.34156, -71.07662)"
LB-99519,"PURSUIT, INC.",THE WALRUS & CARPENTER,,Entrance on corridor; exits immediately adjacent to Bay 93 & 95 across corridor; In one room  kitchen and stockroom on first floor.  200 FANEUIL HALL MARKETPLACE  BOSTON  MA  02110,11/20/2013 9:14,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,35,"PURSUIT, INC.",NULL,200,,  Faneuil Hall Marketplace  ,Boston,MA,2109,"(42.360199, -71.054798)"
LB-98985,THE WILDROVERS INCORPORATED,THE WILD ROVER,,ONE ROOM & LOUNGE ON THE FIRST FLOOR; ONE ROOM  KITCHEN & STORAGE ROOM IN BASEMENT; ONE ROOM  LOUNGE AND STORAGE ON SECOND FLOOR.,11/21/2013 12:43,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,464,THE WILDROVERS INCORPORATED,NULL,63,,  Chatham ST,Boston,MA,2109,"(42.359592, -71.053951)"
LB-99244,"THORNTON COMPANIES, INC.",THORNTON'S FENWAY GRILLE,1. Service of All Alcoholic beverages with food only. 2. Patio to close at 11:00 P.M.,In two rooms and kitchen on the first floor  storage and prep area in the basement; Also seasonal patio.  Capacity breakdown: 23 @ bar stools; 48 @ tables and chairs; 23 standing.,11/26/2013 11:38,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,94,"THORNTON COMPANIES, INC.",NULL,100,,  Peterborough ST,Boston,MA,2215,"(42.342993, -71.099359)"
LB-99202,"222 BERKELEY RESTAURANT, LLC",TICO,,In one room with an outdoor cafe on the first floor; kitchen and storage room in the rear.  MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN 222 BERKELEY RESTAURANT LLC AND GOOD ESSEN-222 BERKELEY  LLC. CAPACITY CEVICHE BAT 7 STOOLS  MAIN BAR 15 STOOLS  TABLE & CHAIRS 175  OUTSIDE COURTYARD 56,11/22/2013 16:33,12/31/2014 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,253,"222 BERKELEY RESTAURANT, LLC",NULL,222,,  Berkeley ST,Boston,MA,2116,"(42.35084, -71.07311)"
LB-129675,NULL,Tikki Masala Indian Restaurant,1.)Alcoholic Beverages to be served only in conjunction with meals.,In one large room on first floor with kitchen on the left and storage in the basement. 2 exits: 1 in front and 1 in back.,10/10/2014 11:08,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,10:00 p.m.,10:30 p.m.,26,Punjab Foods Inc.,(617)417-4554,3706,,  Washington ST,Jamaica Plain,MA,2130,"(42.30036, -71.11297)"
LB-98968,"TIP TAP ROOM, INC.",TIP TAP ROOM,,Unnumbered side exit on Ridgeway Lane - Two rooms and kitchen first floor; cellar for stock.,11/26/2013 12:02,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,145,"TIP TAP ROOM, INC.",NULL,138,,  Cambridge ST,Boston,MA,2114,"(42.361003, -71.063928)"
LB-99260,SHANGHAI RESTAURANT & BAR CORPORATION,to: GENKI YA OF BOSTON,A.) 1:30 A.M. LAST CALL,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.  ONE ROOM ON THE SECOND FLOOR; STORAGE IN THE REAR.  CAPACITY BREAKDOWN: 1ST FL - 29  2ND FL - 54.,11/26/2013 11:08,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,83,SHANGHAI RESTAURANT & BAR CORPORATION,NULL,232,, Tremont St,Boston,MA,2116,"(42.351219, -71.064646)"
LB-99065,"TOM ENGLISH'S COTTAGE, INC.",TOM ENGLISH'S TAVERN,,Side entrance to cellar from alley for stock; in one room and kitchen on first floor; cellar for stock.,11/27/2013 11:54,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,189,"TOM ENGLISH'S COTTAGE, INC.",NULL,112,118,  Emerson ST,South Boston,MA,2127,"(42.336005, -71.040421)"
LB-99187,"CMC ANGEL, INC.",TONIC,NONE,IN ONE ROOM WITH KITCHEN IN REAR  STORAGE IN BASEMENT; ENTRANCE ON WASHINGTON STREET AND EMERGENCY EXIT IN REAR. CAPACITY BREAKDOWN: 36-PERSONS TABLES & CHAIRS  19 PERSONS BAR STOOLS  15-PERSONS STANDING.,11/15/2013 9:14,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,70,"CMC ANGEL, INC.",NULL,3698,,  Washington ST,Jamaica Plain,MA,2130,"(42.300583, -71.112757)"
LB-98947,SELECT RESTAURANTS' INC.,TOP OF THE HUB,1. Food service only until 3:00 A.M. all patrons out by 3:30 A.M. 2. Serve and deliver food and alcoholic beverages from ll:00  A.M. on Sundays. Capacity as follows 338 persons on 52nd floor  499 persons on the 50th floor.,800 Boylston Street - Entire fifty-second floor and one room (Skywalk) on the 50th floor.  Capacity breakdown: 50th fl (function room) - 499; 52nd fl (restaurant) - 338.,11/20/2013 12:41,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,837,SELECT RESTAURANTS' INC.,NULL,800,,  Boylston ST,Boston,MA,2199,"(42.347296, -71.081457)"
